Index_Number,Order_ID,Order_Date,Supplier_ID,Supplier_Name,Product_ID,Product_Name,Category,Customer_ID,Customer_Name,Customer_Country,Warehouse_ID,Warehouse_Name,Carrier,Quantity,Unit_Cost,Discount_Rate,Total_Value,Expected_Delivery,Actual_Delivery,Lead_Time_Days,Status,Delivery_Bucket
334,ORD-0334,13-08-2024,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,FedEx Freight,374,18.5,0.07,6434.67,25-08-2024,29-08-2024,12,Delivered,Late
335,ORD-0335,19-09-2023,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,DHL Supply Chain,90,45,0.1,3645,04-10-2023,10-10-2023,15,Delivered,Late
336,ORD-0336,17-02-2023,SUP-001,GlobalParts Ltd,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,FedEx Freight,135,120,0.06,15228,12-03-2023,14-03-2023,23,Delivered,Late
337,ORD-0337,12-09-2023,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,UPS Supply Chain,174,15.75,0.05,2603.47,15-10-2023,23-10-2023,33,Delivered,Late
338,ORD-0338,23-02-2023,SUP-001,GlobalParts Ltd,P-010,Bolt & Nut Sets,Hardware,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,DB Schenker,471,2.5,0.03,1142.17,19-04-2023,,55,Cancelled,Pending
339,ORD-0339,15-11-2023,SUP-005,PrimeMaterials Corp,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,UPS Supply Chain,406,45,0.08,16808.4,07-12-2023,05-12-2023,22,Delivered,On Time
340,ORD-0340,29-09-2024,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-003,IndustrialCorp,India,WH-02,Chicago Hub,DB Schenker,388,22,0.06,8023.84,21-10-2024,25-10-2024,22,Delivered,Late
341,ORD-0341,24-02-2024,SUP-004,AsiaTrade Co,P-004,Circuit Boards,Electronics,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,DHL Supply Chain,487,120,0.08,53764.8,03-03-2024,03-03-2024,8,Delivered,On Time
342,ORD-0342,11-11-2023,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,UPS Supply Chain,382,22,0.03,8151.88,29-11-2023,,18,Cancelled,Pending
343,ORD-0343,06-04-2023,SUP-002,TechSource Inc,P-007,Aluminum Sheets,Raw Material,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DHL Supply Chain,153,18.5,0.14,2434.23,17-04-2023,,11,Cancelled,Pending
344,ORD-0344,01-06-2024,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,FedEx Freight,58,18.5,0.1,965.7,15-06-2024,,14,Pending,Pending
345,ORD-0345,14-05-2023,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,FedEx Freight,349,8.5,0.04,2847.84,26-05-2023,,12,In Transit,Pending
346,ORD-0346,18-03-2023,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-03,Berlin Depot,UPS Supply Chain,129,18.5,0.12,2100.12,03-04-2023,02-04-2023,16,Delivered,On Time
347,ORD-0347,18-11-2023,SUP-005,PrimeMaterials Corp,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,DHL Supply Chain,248,8.5,0.02,2065.84,06-12-2023,,18,In Transit,Pending
348,ORD-0348,03-05-2023,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-003,IndustrialCorp,India,WH-04,Shanghai East,UPS Supply Chain,446,120,0.12,47097.6,13-05-2023,12-05-2023,10,Delivered,On Time
349,ORD-0349,29-12-2024,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,Maersk Logistics,56,2.5,0.06,131.6,24-02-2025,26-02-2025,57,Delivered,Late
350,ORD-0350,08-04-2024,SUP-001,GlobalParts Ltd,P-005,Rubber Seals,Components,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,FedEx Freight,447,3.25,0.01,1438.22,15-05-2024,,37,In Transit,Pending
351,ORD-0351,22-07-2023,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-001,AutoMakers Inc,USA,WH-01,Mumbai Central,FedEx Freight,76,15.75,0.1,1077.3,23-08-2023,25-08-2023,32,Delivered,Late
352,ORD-0352,22-07-2023,SUP-001,GlobalParts Ltd,P-010,Bolt & Nut Sets,Hardware,C-003,IndustrialCorp,India,WH-05,São Paulo North,FedEx Freight,43,2.5,0.02,105.35,24-09-2023,03-10-2023,64,Delivered,Late
353,ORD-0353,10-08-2024,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,FedEx Freight,483,8.5,0.11,3653.89,28-08-2024,07-09-2024,18,Delivered,Late
354,ORD-0354,08-08-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,UPS Supply Chain,191,45,0.04,8251.2,25-08-2023,26-08-2023,17,Delivered,Late
355,ORD-0355,30-10-2023,SUP-002,TechSource Inc,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,DB Schenker,341,45,0.13,13350.15,26-11-2023,29-11-2023,27,Delivered,Late
356,ORD-0356,24-07-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-003,IndustrialCorp,India,WH-01,Mumbai Central,UPS Supply Chain,224,45,0.15,8568,12-08-2023,19-08-2023,19,Delivered,Late
357,ORD-0357,11-05-2024,SUP-005,PrimeMaterials Corp,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,Maersk Logistics,288,45,0.14,11145.6,03-06-2024,,23,In Transit,Pending
358,ORD-0358,03-09-2024,SUP-005,PrimeMaterials Corp,P-006,Copper Wire,Raw Material,C-003,IndustrialCorp,India,WH-04,Shanghai East,DHL Supply Chain,173,22,0.13,3311.22,25-09-2024,22-09-2024,22,Delivered,On Time
359,ORD-0359,13-06-2023,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,Maersk Logistics,129,45,0.04,5572.8,28-06-2023,,15,Pending,Pending
360,ORD-0360,02-02-2024,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-006,GlobalTech Solutions,Singapore,WH-05,São Paulo North,FedEx Freight,304,3.25,0.15,839.8,14-03-2024,24-03-2024,41,Delivered,Late
361,ORD-0361,03-01-2024,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,Maersk Logistics,367,15.75,0.11,5144.42,23-01-2024,,20,Cancelled,Pending
362,ORD-0362,19-05-2024,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,DB Schenker,438,2.5,0.07,1018.35,17-07-2024,16-07-2024,59,Delivered,On Time
363,ORD-0363,04-05-2024,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DHL Supply Chain,279,45,0.14,10797.3,16-05-2024,18-05-2024,12,Delivered,Late
364,ORD-0364,23-01-2023,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DHL Supply Chain,40,15.75,0.11,560.7,16-02-2023,22-02-2023,24,Delivered,Late
365,ORD-0365,09-11-2024,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-003,IndustrialCorp,India,WH-05,São Paulo North,FedEx Freight,370,8.5,0.02,3082.1,26-11-2024,02-12-2024,17,Delivered,Late
366,ORD-0366,26-10-2024,SUP-003,EuroParts GmbH,P-006,Copper Wire,Raw Material,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,UPS Supply Chain,259,22,0.03,5527.06,20-11-2024,,25,Cancelled,Pending
367,ORD-0367,11-11-2023,SUP-005,PrimeMaterials Corp,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,DB Schenker,203,2.5,0.03,492.27,09-01-2024,08-01-2024,59,Delivered,On Time
368,ORD-0368,22-11-2023,SUP-001,GlobalParts Ltd,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,FedEx Freight,318,2.5,0.08,731.4,18-01-2024,25-01-2024,57,Delivered,Late
369,ORD-0369,24-11-2023,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,FedEx Freight,187,15.75,0.13,2562.37,19-12-2023,26-12-2023,25,Delivered,Late
370,ORD-0370,10-12-2024,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,Maersk Logistics,137,22,0.04,2893.44,27-12-2024,29-12-2024,17,Delivered,Late
371,ORD-0371,20-06-2023,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,UPS Supply Chain,224,45,0.07,9374.4,15-07-2023,,25,Cancelled,Pending
372,ORD-0372,14-08-2024,SUP-004,AsiaTrade Co,P-006,Copper Wire,Raw Material,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,FedEx Freight,413,22,0.02,8904.28,05-09-2024,,22,In Transit,Pending
373,ORD-0373,18-04-2023,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,Maersk Logistics,497,45,0.03,21694.05,02-05-2023,04-05-2023,14,Delivered,Late
374,ORD-0374,20-09-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,FedEx Freight,314,15.75,0,4945.5,25-10-2024,02-11-2024,35,Delivered,Late
375,ORD-0375,30-07-2023,SUP-002,TechSource Inc,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,FedEx Freight,179,2.5,0.1,402.75,24-09-2023,27-09-2023,56,Delivered,Late
376,ORD-0376,07-02-2024,SUP-005,PrimeMaterials Corp,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-03,Berlin Depot,DHL Supply Chain,35,3.25,0.01,112.61,23-03-2024,22-03-2024,45,Delivered,On Time
377,ORD-0377,10-04-2023,SUP-001,GlobalParts Ltd,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-01,Mumbai Central,DB Schenker,112,18.5,0.03,2009.84,20-04-2023,,10,In Transit,Pending
378,ORD-0378,15-05-2024,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,Maersk Logistics,251,8.5,0.01,2112.16,28-05-2024,,13,In Transit,Pending
379,ORD-0379,01-04-2024,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-003,IndustrialCorp,India,WH-02,Chicago Hub,UPS Supply Chain,105,18.5,0.07,1806.52,12-04-2024,13-04-2024,11,Delivered,Late
380,ORD-0380,14-12-2024,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,FedEx Freight,395,120,0.1,42660,25-12-2024,23-12-2024,11,Delivered,On Time
381,ORD-0381,01-02-2024,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,DB Schenker,440,18.5,0.1,7326,24-02-2024,29-02-2024,23,Delivered,Late
382,ORD-0382,05-02-2023,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,Maersk Logistics,212,2.5,0.14,455.8,31-03-2023,29-03-2023,54,Delivered,On Time
383,ORD-0383,09-03-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DHL Supply Chain,31,15.75,0.07,454.07,31-03-2024,07-04-2024,22,Delivered,Late
384,ORD-0384,23-07-2024,SUP-002,TechSource Inc,P-010,Bolt & Nut Sets,Hardware,C-003,IndustrialCorp,India,WH-03,Berlin Depot,FedEx Freight,208,2.5,0.05,494,23-09-2024,28-09-2024,62,Delivered,Late
385,ORD-0385,05-03-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DB Schenker,277,85,0.06,22132.3,14-03-2024,,9,Pending,Pending
386,ORD-0386,14-04-2023,SUP-002,TechSource Inc,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,FedEx Freight,298,2.5,0.08,685.4,12-06-2023,22-06-2023,59,Delivered,Late
387,ORD-0387,29-04-2024,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,UPS Supply Chain,321,18.5,0.03,5760.35,10-05-2024,,11,Pending,Pending
388,ORD-0388,06-12-2023,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,UPS Supply Chain,212,15.75,0.11,2971.71,02-01-2024,30-12-2023,27,Delivered,On Time
389,ORD-0389,18-05-2024,SUP-003,EuroParts GmbH,P-006,Copper Wire,Raw Material,C-003,IndustrialCorp,India,WH-01,Mumbai Central,Maersk Logistics,153,22,0.03,3265.02,05-06-2024,15-06-2024,18,Delivered,Late
390,ORD-0390,02-04-2023,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-003,IndustrialCorp,India,WH-03,Berlin Depot,UPS Supply Chain,340,9,0.07,2845.8,03-05-2023,,31,Pending,Pending
391,ORD-0391,12-06-2023,SUP-004,AsiaTrade Co,P-008,Adhesive Compounds,Chemicals,C-003,IndustrialCorp,India,WH-05,São Paulo North,FedEx Freight,415,9,0.05,3548.25,09-07-2023,,27,Pending,Pending
392,ORD-0392,17-07-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DB Schenker,98,18.5,0.01,1794.87,02-08-2023,12-08-2023,16,Delivered,Late
393,ORD-0393,20-04-2024,SUP-001,GlobalParts Ltd,P-008,Adhesive Compounds,Chemicals,C-003,IndustrialCorp,India,WH-01,Mumbai Central,DHL Supply Chain,198,9,0.14,1532.52,27-05-2024,03-06-2024,37,Delivered,Late
394,ORD-0394,30-04-2024,SUP-001,GlobalParts Ltd,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,DB Schenker,100,120,0.05,11400,19-05-2024,,19,In Transit,Pending
395,ORD-0395,08-08-2024,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,UPS Supply Chain,93,8.5,0.03,766.78,19-08-2024,29-08-2024,11,Delivered,Late
396,ORD-0396,29-11-2024,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,UPS Supply Chain,20,120,0.07,2232,07-12-2024,,8,Pending,Pending
397,ORD-0397,09-11-2023,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,DHL Supply Chain,321,15.75,0.13,4398.5,07-12-2023,10-12-2023,28,Delivered,Late
398,ORD-0398,17-06-2024,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,UPS Supply Chain,356,9,0.02,3139.92,24-07-2024,30-07-2024,37,Delivered,Late
399,ORD-0399,02-11-2023,SUP-005,PrimeMaterials Corp,P-006,Copper Wire,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-05,São Paulo North,DB Schenker,154,22,0.07,3150.84,20-11-2023,,18,Pending,Pending
400,ORD-0400,29-10-2024,SUP-003,EuroParts GmbH,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-03,Berlin Depot,Maersk Logistics,374,3.25,0.03,1179.03,07-12-2024,,39,Cancelled,Pending
401,ORD-0401,28-11-2024,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,UPS Supply Chain,173,120,0.11,18476.4,10-12-2024,,12,Cancelled,Pending
402,ORD-0402,06-02-2023,SUP-004,AsiaTrade Co,P-005,Rubber Seals,Components,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,UPS Supply Chain,387,3.25,0.05,1194.86,14-03-2023,,36,In Transit,Pending
403,ORD-0403,24-06-2023,SUP-002,TechSource Inc,P-009,LED Displays,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,Maersk Logistics,163,85,0.04,13300.8,05-07-2023,,11,Pending,Pending
404,ORD-0404,27-11-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DB Schenker,494,15.75,0.01,7702.69,27-12-2024,03-01-2025,30,Delivered,Late
405,ORD-0405,22-08-2024,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,Maersk Logistics,143,120,0.13,14929.2,08-09-2024,12-09-2024,17,Delivered,Late
406,ORD-0406,19-07-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,DB Schenker,251,45,0.1,10165.5,03-08-2023,13-08-2023,15,Delivered,Late
407,ORD-0407,17-12-2023,SUP-005,PrimeMaterials Corp,P-005,Rubber Seals,Components,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DHL Supply Chain,112,3.25,0.13,316.68,29-01-2024,04-02-2024,43,Delivered,Late
408,ORD-0408,07-12-2023,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DHL Supply Chain,259,15.75,0.1,3671.33,01-01-2024,03-01-2024,25,Delivered,Late
409,ORD-0409,12-06-2023,SUP-001,GlobalParts Ltd,P-008,Adhesive Compounds,Chemicals,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,DHL Supply Chain,401,9,0.12,3175.92,22-07-2023,,40,Pending,Pending
410,ORD-0410,03-05-2024,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,UPS Supply Chain,229,15.75,0,3606.75,04-06-2024,,32,In Transit,Pending
411,ORD-0411,19-01-2023,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,Maersk Logistics,107,120,0.09,11684.4,27-01-2023,,8,Pending,Pending
412,ORD-0412,30-05-2024,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-003,IndustrialCorp,India,WH-03,Berlin Depot,DHL Supply Chain,206,120,0.01,24472.8,16-06-2024,15-06-2024,17,Delivered,On Time
413,ORD-0413,12-12-2023,SUP-001,GlobalParts Ltd,P-005,Rubber Seals,Components,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,DB Schenker,278,3.25,0.13,786.04,24-01-2024,,43,Pending,Pending
414,ORD-0414,18-02-2024,SUP-002,TechSource Inc,P-006,Copper Wire,Raw Material,C-003,IndustrialCorp,India,WH-04,Shanghai East,DHL Supply Chain,495,22,0.03,10563.3,04-03-2024,04-03-2024,15,Delivered,On Time
415,ORD-0415,11-01-2024,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,DB Schenker,73,120,0.13,7621.2,20-01-2024,23-01-2024,9,Delivered,Late
416,ORD-0416,21-04-2023,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,DB Schenker,348,85,0.1,26622,27-04-2023,24-04-2023,6,Delivered,On Time
417,ORD-0417,19-12-2024,SUP-004,AsiaTrade Co,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DB Schenker,252,9,0.1,2041.2,17-01-2025,17-01-2025,29,Delivered,On Time
418,ORD-0418,04-10-2023,SUP-001,GlobalParts Ltd,P-005,Rubber Seals,Components,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,FedEx Freight,276,3.25,0.06,843.18,07-11-2023,,34,Cancelled,Pending
419,ORD-0419,19-04-2023,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,Maersk Logistics,411,85,0.09,31790.85,10-05-2023,10-05-2023,21,Delivered,On Time
420,ORD-0420,10-02-2023,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-003,IndustrialCorp,India,WH-02,Chicago Hub,UPS Supply Chain,92,85,0.1,7038,03-03-2023,03-03-2023,21,Delivered,On Time
421,ORD-0421,24-04-2023,SUP-004,AsiaTrade Co,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,FedEx Freight,55,22,0.02,1185.8,24-05-2023,,30,Cancelled,Pending
422,ORD-0422,25-08-2023,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,FedEx Freight,339,85,0.04,27662.4,14-09-2023,15-09-2023,20,Delivered,Late
423,ORD-0423,24-11-2024,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,420,8.5,0.11,3177.3,09-12-2024,12-12-2024,15,Delivered,Late
424,ORD-0424,24-03-2024,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,DHL Supply Chain,193,45,0.01,8598.15,13-04-2024,21-04-2024,20,Delivered,Late
425,ORD-0425,30-01-2024,SUP-003,EuroParts GmbH,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,UPS Supply Chain,149,15.75,0.12,2065.14,05-03-2024,,35,In Transit,Pending
426,ORD-0426,02-03-2024,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,FedEx Freight,63,8.5,0.09,487.31,22-03-2024,31-03-2024,20,Delivered,Late
427,ORD-0427,01-12-2024,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,Maersk Logistics,24,15.75,0.07,351.54,25-12-2024,,24,Pending,Pending
428,ORD-0428,01-11-2024,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,FedEx Freight,143,8.5,0.11,1081.8,16-11-2024,13-11-2024,15,Delivered,On Time
429,ORD-0429,05-12-2024,SUP-005,PrimeMaterials Corp,P-010,Bolt & Nut Sets,Hardware,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,Maersk Logistics,277,2.5,0.06,650.95,27-01-2025,,53,Pending,Pending
430,ORD-0430,25-07-2024,SUP-002,TechSource Inc,P-008,Adhesive Compounds,Chemicals,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,UPS Supply Chain,439,9,0.1,3555.9,20-08-2024,17-08-2024,26,Delivered,On Time
431,ORD-0431,18-05-2024,SUP-002,TechSource Inc,P-009,LED Displays,Electronics,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,DHL Supply Chain,394,85,0.05,31815.5,03-06-2024,03-06-2024,16,Delivered,On Time
432,ORD-0432,17-02-2024,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,DB Schenker,203,45,0.01,9043.65,07-03-2024,,19,Cancelled,Pending
433,ORD-0433,02-05-2023,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,UPS Supply Chain,171,2.5,0.11,380.48,06-07-2023,,65,In Transit,Pending
434,ORD-0434,01-01-2023,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,FedEx Freight,291,8.5,0.12,2176.68,08-01-2023,,7,Pending,Pending
435,ORD-0435,12-04-2024,SUP-005,PrimeMaterials Corp,P-005,Rubber Seals,Components,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,DHL Supply Chain,353,3.25,0.05,1089.89,22-05-2024,,40,Cancelled,Pending
436,ORD-0436,29-04-2024,SUP-001,GlobalParts Ltd,P-004,Circuit Boards,Electronics,C-003,IndustrialCorp,India,WH-04,Shanghai East,DB Schenker,317,120,0.11,33855.6,18-05-2024,,19,Pending,Pending
437,ORD-0437,10-10-2024,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,434,8.5,0.08,3393.88,24-10-2024,29-10-2024,14,Delivered,Late
438,ORD-0438,24-02-2024,SUP-001,GlobalParts Ltd,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,DHL Supply Chain,390,45,0.04,16848,10-03-2024,,15,Cancelled,Pending
439,ORD-0439,15-07-2023,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,DHL Supply Chain,432,120,0.02,50803.2,02-08-2023,,18,In Transit,Pending
440,ORD-0440,26-08-2024,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,UPS Supply Chain,347,45,0.14,13428.9,11-09-2024,,16,In Transit,Pending
441,ORD-0441,04-06-2024,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,UPS Supply Chain,257,85,0.1,19660.5,15-06-2024,,11,Pending,Pending
442,ORD-0442,26-11-2023,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-004,ManuFacture Ltd,UK,WH-01,Mumbai Central,DB Schenker,461,15.75,0.06,6825.1,28-12-2023,,32,Pending,Pending
443,ORD-0443,17-05-2023,SUP-005,PrimeMaterials Corp,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,Maersk Logistics,241,120,0.09,26317.2,29-05-2023,01-06-2023,12,Delivered,Late
444,ORD-0444,25-07-2023,SUP-005,PrimeMaterials Corp,P-005,Rubber Seals,Components,C-003,IndustrialCorp,India,WH-05,São Paulo North,DB Schenker,121,3.25,0.09,357.86,30-08-2023,,36,Cancelled,Pending
